numero_ot,fecha_deteccion,fecha_programada,severidad,tipo,prioridad,equipo,ubicacion,thd_detectado,score_anomalia,especialidad_requerida,duracion_estimada_horas,costo_total_estimado,tiempo_respuesta,prescripciones,estado,responsable,observaciones
OT-FP1-20250906-0047,2025-08-05 00:18:00,2025-08-05 08:18:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9905714285714285,-0.5470379176258146,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.991, Score: -0.547"
OT-FP1-20250906-0048,2025-08-05 00:27:00,2025-08-05 08:27:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9240000000000002,-0.5628384946453322,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.924, Score: -0.563"
OT-FP1-20250906-0049,2025-08-05 00:36:00,2025-08-05 08:36:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9945714285714287,-0.5409838801330404,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.995, Score: -0.541"
OT-FP1-20250906-0050,2025-08-05 00:54:00,2025-08-05 08:54:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8942857142857144,-0.5458701336268302,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.894, Score: -0.546"
OT-FP1-20250906-0051,2025-08-05 01:03:00,2025-08-05 09:03:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9322857142857144,-0.5493965206597646,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.932, Score: -0.549"
OT-FP1-20250906-0052,2025-08-05 02:33:00,2025-08-05 10:33:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.0071428571428571,-0.5408094154222862,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.007, Score: -0.541"
OT-FP1-20250906-0053,2025-08-05 02:42:00,2025-08-05 10:42:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9842857142857143,-0.5566751817489191,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.984, Score: -0.557"
OT-FP1-20250906-0054,2025-08-05 02:51:00,2025-08-05 10:51:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9582857142857142,-0.5495749105452896,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.958, Score: -0.550"
OT-FP1-20250906-0055,2025-08-05 03:00:00,2025-08-05 11:00:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.896,-0.5543365226933359,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.896, Score: -0.554"
OT-FP1-20250906-0056,2025-08-05 03:09:00,2025-08-05 11:09:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.1288571428571428,-0.5482030208455703,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.129, Score: -0.548"
OT-FP1-20250906-0057,2025-08-05 03:18:00,2025-08-05 11:18:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9188571428571429,-0.550451611369183,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.919, Score: -0.550"
OT-FP1-20250906-0058,2025-08-05 03:27:00,2025-08-05 11:27:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9234285714285715,-0.5600068464474662,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.923, Score: -0.560"
OT-FP1-20250906-0059,2025-08-05 03:36:00,2025-08-05 11:36:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.0234285714285714,-0.5638327398196517,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.023, Score: -0.564"
OT-FP1-20250906-0060,2025-08-05 03:45:00,2025-08-05 11:45:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9860000000000001,-0.5813685868062419,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.986, Score: -0.581"
OT-FP1-20250906-0061,2025-08-05 03:54:00,2025-08-05 11:54:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.044857142857143,-0.5914158028747071,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.045, Score: -0.591"
OT-FP1-20250906-0062,2025-08-05 04:03:00,2025-08-05 12:03:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.0417142857142858,-0.5942778590780986,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.042, Score: -0.594"
OT-FP1-20250906-0063,2025-08-05 04:12:00,2025-08-05 12:12:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9634285714285715,-0.5875620537989604,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.963, Score: -0.588"
OT-FP1-20250906-0064,2025-08-05 04:21:00,2025-08-05 12:21:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9059999999999999,-0.5866765726635411,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.906, Score: -0.587"
OT-FP1-20250906-0065,2025-08-05 04:30:00,2025-08-05 12:30:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8925714285714287,-0.5928135918635145,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.893, Score: -0.593"
OT-FP1-20250906-0066,2025-08-05 04:39:00,2025-08-05 12:39:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.0257142857142856,-0.6001831561651436,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.026, Score: -0.600"
OT-FP1-20250906-0067,2025-08-05 04:48:00,2025-08-05 12:48:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.0314285714285714,-0.6003174798304735,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.031, Score: -0.600"
OT-FP1-20250906-0068,2025-08-05 04:57:00,2025-08-05 12:57:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.1780000000000002,-0.5858566312766981,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.178, Score: -0.586"
OT-FP1-20250906-0069,2025-08-05 05:06:00,2025-08-05 13:06:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.0925714285714285,-0.5754247524134881,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.093, Score: -0.575"
OT-FP1-20250906-0070,2025-08-05 05:15:00,2025-08-05 13:15:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9088571428571427,-0.5766969002438096,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.909, Score: -0.577"
OT-FP1-20250906-0071,2025-08-05 05:24:00,2025-08-05 13:24:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7531428571428572,-0.5654378807284206,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.753, Score: -0.565"
OT-FP1-20250906-0072,2025-08-05 05:33:00,2025-08-05 13:33:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7137142857142857,-0.5716516422174308,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.714, Score: -0.572"
OT-FP1-20250906-0073,2025-08-05 05:42:00,2025-08-05 13:42:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7565714285714285,-0.5750712721301819,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.757, Score: -0.575"
OT-FP1-20250906-0074,2025-08-05 05:51:00,2025-08-05 13:51:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7317142857142857,-0.5708675546055086,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.732, Score: -0.571"
OT-FP1-20250906-0075,2025-08-05 06:00:00,2025-08-05 14:00:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7288571428571429,-0.5575108055208768,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.729, Score: -0.558"
OT-FP1-20250906-0076,2025-08-05 06:09:00,2025-08-05 14:09:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8008571428571428,-0.5627746285073479,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.801, Score: -0.563"
OT-FP1-20250906-0077,2025-08-05 06:18:00,2025-08-05 14:18:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.6594285714285714,-0.5683498018462562,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.659, Score: -0.568"
OT-FP1-20250906-0078,2025-08-05 06:27:00,2025-08-05 14:27:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.6925714285714285,-0.5696836455416774,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.693, Score: -0.570"
OT-FP1-20250906-0079,2025-08-05 06:36:00,2025-08-05 14:36:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7874285714285714,-0.5681027741752627,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.787, Score: -0.568"
OT-FP1-20250906-0080,2025-08-05 06:45:00,2025-08-05 14:45:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8077142857142856,-0.5564324886478812,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.808, Score: -0.556"
OT-FP1-20250906-0081,2025-08-05 07:39:00,2025-08-05 15:39:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.6488571428571428,-0.5638563847957356,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.649, Score: -0.564"
OT-FP1-20250906-0082,2025-08-05 07:48:00,2025-08-05 15:48:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.6548571428571427,-0.5588526818829314,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.655, Score: -0.559"
OT-FP1-20250906-0083,2025-08-05 07:57:00,2025-08-05 15:57:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.6582857142857143,-0.5502403919884841,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.658, Score: -0.550"
OT-FP1-20250906-0084,2025-08-05 08:06:00,2025-08-05 16:06:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.6485714285714286,-0.546925179095486,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.649, Score: -0.547"
OT-FP1-20250906-0085,2025-08-05 08:15:00,2025-08-05 16:15:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.5991428571428571,-0.546302485849131,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.599, Score: -0.546"
OT-FP1-20250906-0086,2025-08-05 08:24:00,2025-08-05 16:24:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.5568571428571428,-0.5517609557500048,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.557, Score: -0.552"
OT-FP1-20250906-0087,2025-08-05 08:42:00,2025-08-05 16:42:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.5568571428571427,-0.5420985468926118,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.557, Score: -0.542"
OT-FP1-20250906-0088,2025-08-05 09:45:00,2025-08-05 17:45:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.5191428571428572,-0.5476764004618223,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.519, Score: -0.548"
OT-FP1-20250906-0089,2025-08-05 12:09:00,2025-08-05 20:09:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.48000000000000004,-0.5419993592209051,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.480, Score: -0.542"
OT-FP1-20250906-0090,2025-08-05 12:18:00,2025-08-05 20:18:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.45914285714285713,-0.5548635961879725,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.459, Score: -0.555"
OT-FP1-20250906-0091,2025-08-05 12:36:00,2025-08-05 20:36:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.4668571428571428,-0.5497033708138724,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.467, Score: -0.550"
OT-FP1-20250906-0092,2025-08-05 13:03:00,2025-08-05 21:03:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.45371428571428574,-0.5491517334564281,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.454, Score: -0.549"
OT-FP1-20250906-0093,2025-08-05 13:12:00,2025-08-05 21:12:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.4548571428571429,-0.548939060240598,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.455, Score: -0.549"
